image_id,input_path,target_path
1be9a3b3-1806-47a7-b01e-934d03d20375_g9,automatic-lens-correction\lens-correction-train-cleaned\1be9a3b3-1806-47a7-b01e-934d03d20375_g9_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1be9a3b3-1806-47a7-b01e-934d03d20375_g9_generated.jpg
1bede2b7-56eb-4ad2-8955-b0b0fa0d1826_g0,automatic-lens-correction\lens-correction-train-cleaned\1bede2b7-56eb-4ad2-8955-b0b0fa0d1826_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1bede2b7-56eb-4ad2-8955-b0b0fa0d1826_g0_generated.jpg
1bede2b7-56eb-4ad2-8955-b0b0fa0d1826_g5,automatic-lens-correction\lens-correction-train-cleaned\1bede2b7-56eb-4ad2-8955-b0b0fa0d1826_g5_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1bede2b7-56eb-4ad2-8955-b0b0fa0d1826_g5_generated.jpg
1bede2b7-56eb-4ad2-8955-b0b0fa0d1826_g7,automatic-lens-correction\lens-correction-train-cleaned\1bede2b7-56eb-4ad2-8955-b0b0fa0d1826_g7_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1bede2b7-56eb-4ad2-8955-b0b0fa0d1826_g7_generated.jpg
1bfbf3b2-b718-4990-9165-b5f351712ba4_g2,automatic-lens-correction\lens-correction-train-cleaned\1bfbf3b2-b718-4990-9165-b5f351712ba4_g2_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1bfbf3b2-b718-4990-9165-b5f351712ba4_g2_generated.jpg
1c0ee90f-1ad0-4e1c-8abc-636106e5c749_g1,automatic-lens-correction\lens-correction-train-cleaned\1c0ee90f-1ad0-4e1c-8abc-636106e5c749_g1_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1c0ee90f-1ad0-4e1c-8abc-636106e5c749_g1_generated.jpg
1c0ee90f-1ad0-4e1c-8abc-636106e5c749_g2,automatic-lens-correction\lens-correction-train-cleaned\1c0ee90f-1ad0-4e1c-8abc-636106e5c749_g2_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1c0ee90f-1ad0-4e1c-8abc-636106e5c749_g2_generated.jpg
1c0ee90f-1ad0-4e1c-8abc-636106e5c749_g3,automatic-lens-correction\lens-correction-train-cleaned\1c0ee90f-1ad0-4e1c-8abc-636106e5c749_g3_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1c0ee90f-1ad0-4e1c-8abc-636106e5c749_g3_generated.jpg
1c8ff769-ffc3-463e-8faf-11472ab13b17_g0,automatic-lens-correction\lens-correction-train-cleaned\1c8ff769-ffc3-463e-8faf-11472ab13b17_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1c8ff769-ffc3-463e-8faf-11472ab13b17_g0_generated.jpg
1c8ff769-ffc3-463e-8faf-11472ab13b17_g1,automatic-lens-correction\lens-correction-train-cleaned\1c8ff769-ffc3-463e-8faf-11472ab13b17_g1_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1c8ff769-ffc3-463e-8faf-11472ab13b17_g1_generated.jpg
1c8ff769-ffc3-463e-8faf-11472ab13b17_g2,automatic-lens-correction\lens-correction-train-cleaned\1c8ff769-ffc3-463e-8faf-11472ab13b17_g2_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1c8ff769-ffc3-463e-8faf-11472ab13b17_g2_generated.jpg
1c8ff769-ffc3-463e-8faf-11472ab13b17_g8,automatic-lens-correction\lens-correction-train-cleaned\1c8ff769-ffc3-463e-8faf-11472ab13b17_g8_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1c8ff769-ffc3-463e-8faf-11472ab13b17_g8_generated.jpg
1c8ff769-ffc3-463e-8faf-11472ab13b17_g9,automatic-lens-correction\lens-correction-train-cleaned\1c8ff769-ffc3-463e-8faf-11472ab13b17_g9_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1c8ff769-ffc3-463e-8faf-11472ab13b17_g9_generated.jpg
1d1fc9d0-d811-48f8-8733-0f8d5154cd10_g16,automatic-lens-correction\lens-correction-train-cleaned\1d1fc9d0-d811-48f8-8733-0f8d5154cd10_g16_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1d1fc9d0-d811-48f8-8733-0f8d5154cd10_g16_generated.jpg
1d1fc9d0-d811-48f8-8733-0f8d5154cd10_g18,automatic-lens-correction\lens-correction-train-cleaned\1d1fc9d0-d811-48f8-8733-0f8d5154cd10_g18_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1d1fc9d0-d811-48f8-8733-0f8d5154cd10_g18_generated.jpg
1d1fc9d0-d811-48f8-8733-0f8d5154cd10_g6,automatic-lens-correction\lens-correction-train-cleaned\1d1fc9d0-d811-48f8-8733-0f8d5154cd10_g6_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1d1fc9d0-d811-48f8-8733-0f8d5154cd10_g6_generated.jpg
1d303a2e-66d6-4707-ad1d-45c961df3800_g5,automatic-lens-correction\lens-correction-train-cleaned\1d303a2e-66d6-4707-ad1d-45c961df3800_g5_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1d303a2e-66d6-4707-ad1d-45c961df3800_g5_generated.jpg
1d820baa-61a0-4647-bb0b-4196e30f8e4c_g10,automatic-lens-correction\lens-correction-train-cleaned\1d820baa-61a0-4647-bb0b-4196e30f8e4c_g10_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1d820baa-61a0-4647-bb0b-4196e30f8e4c_g10_generated.jpg
1d820baa-61a0-4647-bb0b-4196e30f8e4c_g14,automatic-lens-correction\lens-correction-train-cleaned\1d820baa-61a0-4647-bb0b-4196e30f8e4c_g14_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1d820baa-61a0-4647-bb0b-4196e30f8e4c_g14_generated.jpg
1d820baa-61a0-4647-bb0b-4196e30f8e4c_g18,automatic-lens-correction\lens-correction-train-cleaned\1d820baa-61a0-4647-bb0b-4196e30f8e4c_g18_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1d820baa-61a0-4647-bb0b-4196e30f8e4c_g18_generated.jpg
1d820baa-61a0-4647-bb0b-4196e30f8e4c_g2,automatic-lens-correction\lens-correction-train-cleaned\1d820baa-61a0-4647-bb0b-4196e30f8e4c_g2_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1d820baa-61a0-4647-bb0b-4196e30f8e4c_g2_generated.jpg
1d820baa-61a0-4647-bb0b-4196e30f8e4c_g4,automatic-lens-correction\lens-correction-train-cleaned\1d820baa-61a0-4647-bb0b-4196e30f8e4c_g4_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1d820baa-61a0-4647-bb0b-4196e30f8e4c_g4_generated.jpg
1d820baa-61a0-4647-bb0b-4196e30f8e4c_g5,automatic-lens-correction\lens-correction-train-cleaned\1d820baa-61a0-4647-bb0b-4196e30f8e4c_g5_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1d820baa-61a0-4647-bb0b-4196e30f8e4c_g5_generated.jpg
1dd81490-ced3-4fc6-9b57-0e237d8e0400_g10,automatic-lens-correction\lens-correction-train-cleaned\1dd81490-ced3-4fc6-9b57-0e237d8e0400_g10_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1dd81490-ced3-4fc6-9b57-0e237d8e0400_g10_generated.jpg
1dd81490-ced3-4fc6-9b57-0e237d8e0400_g12,automatic-lens-correction\lens-correction-train-cleaned\1dd81490-ced3-4fc6-9b57-0e237d8e0400_g12_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1dd81490-ced3-4fc6-9b57-0e237d8e0400_g12_generated.jpg
1dd81490-ced3-4fc6-9b57-0e237d8e0400_g19,automatic-lens-correction\lens-correction-train-cleaned\1dd81490-ced3-4fc6-9b57-0e237d8e0400_g19_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1dd81490-ced3-4fc6-9b57-0e237d8e0400_g19_generated.jpg
1dd81490-ced3-4fc6-9b57-0e237d8e0400_g2,automatic-lens-correction\lens-correction-train-cleaned\1dd81490-ced3-4fc6-9b57-0e237d8e0400_g2_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1dd81490-ced3-4fc6-9b57-0e237d8e0400_g2_generated.jpg
1dd81490-ced3-4fc6-9b57-0e237d8e0400_g3,automatic-lens-correction\lens-correction-train-cleaned\1dd81490-ced3-4fc6-9b57-0e237d8e0400_g3_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1dd81490-ced3-4fc6-9b57-0e237d8e0400_g3_generated.jpg
1dd81490-ced3-4fc6-9b57-0e237d8e0400_g4,automatic-lens-correction\lens-correction-train-cleaned\1dd81490-ced3-4fc6-9b57-0e237d8e0400_g4_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1dd81490-ced3-4fc6-9b57-0e237d8e0400_g4_generated.jpg
1dd81490-ced3-4fc6-9b57-0e237d8e0400_g5,automatic-lens-correction\lens-correction-train-cleaned\1dd81490-ced3-4fc6-9b57-0e237d8e0400_g5_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1dd81490-ced3-4fc6-9b57-0e237d8e0400_g5_generated.jpg
1dd81490-ced3-4fc6-9b57-0e237d8e0400_g7,automatic-lens-correction\lens-correction-train-cleaned\1dd81490-ced3-4fc6-9b57-0e237d8e0400_g7_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1dd81490-ced3-4fc6-9b57-0e237d8e0400_g7_generated.jpg
1dd81490-ced3-4fc6-9b57-0e237d8e0400_g8,automatic-lens-correction\lens-correction-train-cleaned\1dd81490-ced3-4fc6-9b57-0e237d8e0400_g8_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1dd81490-ced3-4fc6-9b57-0e237d8e0400_g8_generated.jpg
1dde4d04-2683-46dd-aba0-34228ed0226b_g15,automatic-lens-correction\lens-correction-train-cleaned\1dde4d04-2683-46dd-aba0-34228ed0226b_g15_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1dde4d04-2683-46dd-aba0-34228ed0226b_g15_generated.jpg
1deb9678-20b3-446e-a5c1-ff2cd8714c66_g0,automatic-lens-correction\lens-correction-train-cleaned\1deb9678-20b3-446e-a5c1-ff2cd8714c66_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1deb9678-20b3-446e-a5c1-ff2cd8714c66_g0_generated.jpg
1dee17ca-06fe-4f82-b88f-61cfa1c76b38_g12,automatic-lens-correction\lens-correction-train-cleaned\1dee17ca-06fe-4f82-b88f-61cfa1c76b38_g12_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1dee17ca-06fe-4f82-b88f-61cfa1c76b38_g12_generated.jpg
1ea850dd-04bb-49e1-8dc4-5d1772f9d058_g0,automatic-lens-correction\lens-correction-train-cleaned\1ea850dd-04bb-49e1-8dc4-5d1772f9d058_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1ea850dd-04bb-49e1-8dc4-5d1772f9d058_g0_generated.jpg
1ea850dd-04bb-49e1-8dc4-5d1772f9d058_g1,automatic-lens-correction\lens-correction-train-cleaned\1ea850dd-04bb-49e1-8dc4-5d1772f9d058_g1_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1ea850dd-04bb-49e1-8dc4-5d1772f9d058_g1_generated.jpg
1ea850dd-04bb-49e1-8dc4-5d1772f9d058_g10,automatic-lens-correction\lens-correction-train-cleaned\1ea850dd-04bb-49e1-8dc4-5d1772f9d058_g10_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1ea850dd-04bb-49e1-8dc4-5d1772f9d058_g10_generated.jpg
1ea850dd-04bb-49e1-8dc4-5d1772f9d058_g15,automatic-lens-correction\lens-correction-train-cleaned\1ea850dd-04bb-49e1-8dc4-5d1772f9d058_g15_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1ea850dd-04bb-49e1-8dc4-5d1772f9d058_g15_generated.jpg
1ea850dd-04bb-49e1-8dc4-5d1772f9d058_g17,automatic-lens-correction\lens-correction-train-cleaned\1ea850dd-04bb-49e1-8dc4-5d1772f9d058_g17_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1ea850dd-04bb-49e1-8dc4-5d1772f9d058_g17_generated.jpg
1ea850dd-04bb-49e1-8dc4-5d1772f9d058_g3,automatic-lens-correction\lens-correction-train-cleaned\1ea850dd-04bb-49e1-8dc4-5d1772f9d058_g3_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1ea850dd-04bb-49e1-8dc4-5d1772f9d058_g3_generated.jpg
1ea850dd-04bb-49e1-8dc4-5d1772f9d058_g4,automatic-lens-correction\lens-correction-train-cleaned\1ea850dd-04bb-49e1-8dc4-5d1772f9d058_g4_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1ea850dd-04bb-49e1-8dc4-5d1772f9d058_g4_generated.jpg
1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g0,automatic-lens-correction\lens-correction-train-cleaned\1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g0_generated.jpg
1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g1,automatic-lens-correction\lens-correction-train-cleaned\1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g1_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g1_generated.jpg
1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g10,automatic-lens-correction\lens-correction-train-cleaned\1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g10_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g10_generated.jpg
1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g11,automatic-lens-correction\lens-correction-train-cleaned\1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g11_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g11_generated.jpg
1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g12,automatic-lens-correction\lens-correction-train-cleaned\1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g12_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g12_generated.jpg
1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g13,automatic-lens-correction\lens-correction-train-cleaned\1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g13_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g13_generated.jpg
1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g14,automatic-lens-correction\lens-correction-train-cleaned\1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g14_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g14_generated.jpg
1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g15,automatic-lens-correction\lens-correction-train-cleaned\1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g15_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g15_generated.jpg
1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g16,automatic-lens-correction\lens-correction-train-cleaned\1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g16_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g16_generated.jpg
1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g2,automatic-lens-correction\lens-correction-train-cleaned\1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g2_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g2_generated.jpg
1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g3,automatic-lens-correction\lens-correction-train-cleaned\1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g3_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g3_generated.jpg
1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g4,automatic-lens-correction\lens-correction-train-cleaned\1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g4_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g4_generated.jpg
1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g5,automatic-lens-correction\lens-correction-train-cleaned\1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g5_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g5_generated.jpg
1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g6,automatic-lens-correction\lens-correction-train-cleaned\1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g6_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g6_generated.jpg
1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g7,automatic-lens-correction\lens-correction-train-cleaned\1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g7_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g7_generated.jpg
1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g8,automatic-lens-correction\lens-correction-train-cleaned\1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g8_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g8_generated.jpg
1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g9,automatic-lens-correction\lens-correction-train-cleaned\1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g9_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1eb95a2a-40f4-4d2d-9b99-1d07b8a80efd_g9_generated.jpg
1f068c8a-727a-45aa-a114-e82ad755d0ad_g1,automatic-lens-correction\lens-correction-train-cleaned\1f068c8a-727a-45aa-a114-e82ad755d0ad_g1_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1f068c8a-727a-45aa-a114-e82ad755d0ad_g1_generated.jpg
1f068c8a-727a-45aa-a114-e82ad755d0ad_g10,automatic-lens-correction\lens-correction-train-cleaned\1f068c8a-727a-45aa-a114-e82ad755d0ad_g10_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1f068c8a-727a-45aa-a114-e82ad755d0ad_g10_generated.jpg
1f068c8a-727a-45aa-a114-e82ad755d0ad_g11,automatic-lens-correction\lens-correction-train-cleaned\1f068c8a-727a-45aa-a114-e82ad755d0ad_g11_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1f068c8a-727a-45aa-a114-e82ad755d0ad_g11_generated.jpg
1f068c8a-727a-45aa-a114-e82ad755d0ad_g12,automatic-lens-correction\lens-correction-train-cleaned\1f068c8a-727a-45aa-a114-e82ad755d0ad_g12_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1f068c8a-727a-45aa-a114-e82ad755d0ad_g12_generated.jpg
1f068c8a-727a-45aa-a114-e82ad755d0ad_g13,automatic-lens-correction\lens-correction-train-cleaned\1f068c8a-727a-45aa-a114-e82ad755d0ad_g13_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1f068c8a-727a-45aa-a114-e82ad755d0ad_g13_generated.jpg
1f068c8a-727a-45aa-a114-e82ad755d0ad_g14,automatic-lens-correction\lens-correction-train-cleaned\1f068c8a-727a-45aa-a114-e82ad755d0ad_g14_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1f068c8a-727a-45aa-a114-e82ad755d0ad_g14_generated.jpg
1f068c8a-727a-45aa-a114-e82ad755d0ad_g15,automatic-lens-correction\lens-correction-train-cleaned\1f068c8a-727a-45aa-a114-e82ad755d0ad_g15_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1f068c8a-727a-45aa-a114-e82ad755d0ad_g15_generated.jpg
1f068c8a-727a-45aa-a114-e82ad755d0ad_g16,automatic-lens-correction\lens-correction-train-cleaned\1f068c8a-727a-45aa-a114-e82ad755d0ad_g16_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1f068c8a-727a-45aa-a114-e82ad755d0ad_g16_generated.jpg
1f068c8a-727a-45aa-a114-e82ad755d0ad_g17,automatic-lens-correction\lens-correction-train-cleaned\1f068c8a-727a-45aa-a114-e82ad755d0ad_g17_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1f068c8a-727a-45aa-a114-e82ad755d0ad_g17_generated.jpg
1f068c8a-727a-45aa-a114-e82ad755d0ad_g18,automatic-lens-correction\lens-correction-train-cleaned\1f068c8a-727a-45aa-a114-e82ad755d0ad_g18_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1f068c8a-727a-45aa-a114-e82ad755d0ad_g18_generated.jpg
1f068c8a-727a-45aa-a114-e82ad755d0ad_g19,automatic-lens-correction\lens-correction-train-cleaned\1f068c8a-727a-45aa-a114-e82ad755d0ad_g19_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1f068c8a-727a-45aa-a114-e82ad755d0ad_g19_generated.jpg
1f068c8a-727a-45aa-a114-e82ad755d0ad_g2,automatic-lens-correction\lens-correction-train-cleaned\1f068c8a-727a-45aa-a114-e82ad755d0ad_g2_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1f068c8a-727a-45aa-a114-e82ad755d0ad_g2_generated.jpg
1f068c8a-727a-45aa-a114-e82ad755d0ad_g3,automatic-lens-correction\lens-correction-train-cleaned\1f068c8a-727a-45aa-a114-e82ad755d0ad_g3_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1f068c8a-727a-45aa-a114-e82ad755d0ad_g3_generated.jpg
1f068c8a-727a-45aa-a114-e82ad755d0ad_g5,automatic-lens-correction\lens-correction-train-cleaned\1f068c8a-727a-45aa-a114-e82ad755d0ad_g5_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1f068c8a-727a-45aa-a114-e82ad755d0ad_g5_generated.jpg
1f068c8a-727a-45aa-a114-e82ad755d0ad_g6,automatic-lens-correction\lens-correction-train-cleaned\1f068c8a-727a-45aa-a114-e82ad755d0ad_g6_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1f068c8a-727a-45aa-a114-e82ad755d0ad_g6_generated.jpg
1f068c8a-727a-45aa-a114-e82ad755d0ad_g7,automatic-lens-correction\lens-correction-train-cleaned\1f068c8a-727a-45aa-a114-e82ad755d0ad_g7_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1f068c8a-727a-45aa-a114-e82ad755d0ad_g7_generated.jpg
1f068c8a-727a-45aa-a114-e82ad755d0ad_g8,automatic-lens-correction\lens-correction-train-cleaned\1f068c8a-727a-45aa-a114-e82ad755d0ad_g8_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1f068c8a-727a-45aa-a114-e82ad755d0ad_g8_generated.jpg
1f068c8a-727a-45aa-a114-e82ad755d0ad_g9,automatic-lens-correction\lens-correction-train-cleaned\1f068c8a-727a-45aa-a114-e82ad755d0ad_g9_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1f068c8a-727a-45aa-a114-e82ad755d0ad_g9_generated.jpg
1f1db07c-9156-4f8a-aa25-8cbf7a6988b6_g7,automatic-lens-correction\lens-correction-train-cleaned\1f1db07c-9156-4f8a-aa25-8cbf7a6988b6_g7_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1f1db07c-9156-4f8a-aa25-8cbf7a6988b6_g7_generated.jpg
1f1db07c-9156-4f8a-aa25-8cbf7a6988b6_g8,automatic-lens-correction\lens-correction-train-cleaned\1f1db07c-9156-4f8a-aa25-8cbf7a6988b6_g8_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1f1db07c-9156-4f8a-aa25-8cbf7a6988b6_g8_generated.jpg
1f1db07c-9156-4f8a-aa25-8cbf7a6988b6_g9,automatic-lens-correction\lens-correction-train-cleaned\1f1db07c-9156-4f8a-aa25-8cbf7a6988b6_g9_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1f1db07c-9156-4f8a-aa25-8cbf7a6988b6_g9_generated.jpg
1f22969d-1f42-4b66-8731-5161ab635a5a_g11,automatic-lens-correction\lens-correction-train-cleaned\1f22969d-1f42-4b66-8731-5161ab635a5a_g11_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1f22969d-1f42-4b66-8731-5161ab635a5a_g11_generated.jpg
1f36156b-3a69-4a9d-a5f7-389f283e63f9_g6,automatic-lens-correction\lens-correction-train-cleaned\1f36156b-3a69-4a9d-a5f7-389f283e63f9_g6_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1f36156b-3a69-4a9d-a5f7-389f283e63f9_g6_generated.jpg
1f36156b-3a69-4a9d-a5f7-389f283e63f9_g7,automatic-lens-correction\lens-correction-train-cleaned\1f36156b-3a69-4a9d-a5f7-389f283e63f9_g7_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1f36156b-3a69-4a9d-a5f7-389f283e63f9_g7_generated.jpg
1f36156b-3a69-4a9d-a5f7-389f283e63f9_g8,automatic-lens-correction\lens-correction-train-cleaned\1f36156b-3a69-4a9d-a5f7-389f283e63f9_g8_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1f36156b-3a69-4a9d-a5f7-389f283e63f9_g8_generated.jpg
1f36156b-3a69-4a9d-a5f7-389f283e63f9_g9,automatic-lens-correction\lens-correction-train-cleaned\1f36156b-3a69-4a9d-a5f7-389f283e63f9_g9_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1f36156b-3a69-4a9d-a5f7-389f283e63f9_g9_generated.jpg
1f5838ab-f4f2-4638-bd58-f366f82cfb12_g1,automatic-lens-correction\lens-correction-train-cleaned\1f5838ab-f4f2-4638-bd58-f366f82cfb12_g1_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1f5838ab-f4f2-4638-bd58-f366f82cfb12_g1_generated.jpg
1f6f8243-fb2e-45b1-8ceb-84849c67cb16_g2,automatic-lens-correction\lens-correction-train-cleaned\1f6f8243-fb2e-45b1-8ceb-84849c67cb16_g2_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1f6f8243-fb2e-45b1-8ceb-84849c67cb16_g2_generated.jpg
1f6fa7fa-02ca-404c-af4a-cfe8bce5c3e4_g8,automatic-lens-correction\lens-correction-train-cleaned\1f6fa7fa-02ca-404c-af4a-cfe8bce5c3e4_g8_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1f6fa7fa-02ca-404c-af4a-cfe8bce5c3e4_g8_generated.jpg
1f7288cb-a36b-4c0b-913e-9ce62260457f_g16,automatic-lens-correction\lens-correction-train-cleaned\1f7288cb-a36b-4c0b-913e-9ce62260457f_g16_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1f7288cb-a36b-4c0b-913e-9ce62260457f_g16_generated.jpg
1f7288cb-a36b-4c0b-913e-9ce62260457f_g17,automatic-lens-correction\lens-correction-train-cleaned\1f7288cb-a36b-4c0b-913e-9ce62260457f_g17_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1f7288cb-a36b-4c0b-913e-9ce62260457f_g17_generated.jpg
1f7288cb-a36b-4c0b-913e-9ce62260457f_g18,automatic-lens-correction\lens-correction-train-cleaned\1f7288cb-a36b-4c0b-913e-9ce62260457f_g18_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\1f7288cb-a36b-4c0b-913e-9ce62260457f_g18_generated.jpg
