image_id,input_path,target_path
07d20106-16d3-4f82-bdaa-55a544f6e713_g5,automatic-lens-correction\lens-correction-train-cleaned\07d20106-16d3-4f82-bdaa-55a544f6e713_g5_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\07d20106-16d3-4f82-bdaa-55a544f6e713_g5_generated.jpg
07d20106-16d3-4f82-bdaa-55a544f6e713_g6,automatic-lens-correction\lens-correction-train-cleaned\07d20106-16d3-4f82-bdaa-55a544f6e713_g6_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\07d20106-16d3-4f82-bdaa-55a544f6e713_g6_generated.jpg
07e55afa-efe3-492a-8126-ee9afbb9b9f2_g2,automatic-lens-correction\lens-correction-train-cleaned\07e55afa-efe3-492a-8126-ee9afbb9b9f2_g2_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\07e55afa-efe3-492a-8126-ee9afbb9b9f2_g2_generated.jpg
07e55afa-efe3-492a-8126-ee9afbb9b9f2_g9,automatic-lens-correction\lens-correction-train-cleaned\07e55afa-efe3-492a-8126-ee9afbb9b9f2_g9_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\07e55afa-efe3-492a-8126-ee9afbb9b9f2_g9_generated.jpg
09e96f9c-07e6-4905-b08a-d749ab16737f_g0,automatic-lens-correction\lens-correction-train-cleaned\09e96f9c-07e6-4905-b08a-d749ab16737f_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\09e96f9c-07e6-4905-b08a-d749ab16737f_g0_generated.jpg
09e96f9c-07e6-4905-b08a-d749ab16737f_g4,automatic-lens-correction\lens-correction-train-cleaned\09e96f9c-07e6-4905-b08a-d749ab16737f_g4_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\09e96f9c-07e6-4905-b08a-d749ab16737f_g4_generated.jpg
09e96f9c-07e6-4905-b08a-d749ab16737f_g5,automatic-lens-correction\lens-correction-train-cleaned\09e96f9c-07e6-4905-b08a-d749ab16737f_g5_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\09e96f9c-07e6-4905-b08a-d749ab16737f_g5_generated.jpg
09e96f9c-07e6-4905-b08a-d749ab16737f_g7,automatic-lens-correction\lens-correction-train-cleaned\09e96f9c-07e6-4905-b08a-d749ab16737f_g7_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\09e96f9c-07e6-4905-b08a-d749ab16737f_g7_generated.jpg
09e9f9bf-af47-44c0-8317-a8f15b7d102a_g0,automatic-lens-correction\lens-correction-train-cleaned\09e9f9bf-af47-44c0-8317-a8f15b7d102a_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\09e9f9bf-af47-44c0-8317-a8f15b7d102a_g0_generated.jpg
09e9f9bf-af47-44c0-8317-a8f15b7d102a_g1,automatic-lens-correction\lens-correction-train-cleaned\09e9f9bf-af47-44c0-8317-a8f15b7d102a_g1_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\09e9f9bf-af47-44c0-8317-a8f15b7d102a_g1_generated.jpg
09f95822-3b1e-44a8-8761-e244db0fdd52_g2,automatic-lens-correction\lens-correction-train-cleaned\09f95822-3b1e-44a8-8761-e244db0fdd52_g2_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\09f95822-3b1e-44a8-8761-e244db0fdd52_g2_generated.jpg
09f95822-3b1e-44a8-8761-e244db0fdd52_g3,automatic-lens-correction\lens-correction-train-cleaned\09f95822-3b1e-44a8-8761-e244db0fdd52_g3_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\09f95822-3b1e-44a8-8761-e244db0fdd52_g3_generated.jpg
09f95822-3b1e-44a8-8761-e244db0fdd52_g5,automatic-lens-correction\lens-correction-train-cleaned\09f95822-3b1e-44a8-8761-e244db0fdd52_g5_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\09f95822-3b1e-44a8-8761-e244db0fdd52_g5_generated.jpg
09f95822-3b1e-44a8-8761-e244db0fdd52_g7,automatic-lens-correction\lens-correction-train-cleaned\09f95822-3b1e-44a8-8761-e244db0fdd52_g7_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\09f95822-3b1e-44a8-8761-e244db0fdd52_g7_generated.jpg
09f95822-3b1e-44a8-8761-e244db0fdd52_g9,automatic-lens-correction\lens-correction-train-cleaned\09f95822-3b1e-44a8-8761-e244db0fdd52_g9_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\09f95822-3b1e-44a8-8761-e244db0fdd52_g9_generated.jpg
0a050fd9-13e7-4278-8cc2-87c1f990c0a9_g0,automatic-lens-correction\lens-correction-train-cleaned\0a050fd9-13e7-4278-8cc2-87c1f990c0a9_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a050fd9-13e7-4278-8cc2-87c1f990c0a9_g0_generated.jpg
0a05a535-fbdc-4f7d-8d32-a31f6eb23984_g0,automatic-lens-correction\lens-correction-train-cleaned\0a05a535-fbdc-4f7d-8d32-a31f6eb23984_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a05a535-fbdc-4f7d-8d32-a31f6eb23984_g0_generated.jpg
0a05a535-fbdc-4f7d-8d32-a31f6eb23984_g1,automatic-lens-correction\lens-correction-train-cleaned\0a05a535-fbdc-4f7d-8d32-a31f6eb23984_g1_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a05a535-fbdc-4f7d-8d32-a31f6eb23984_g1_generated.jpg
0a05a535-fbdc-4f7d-8d32-a31f6eb23984_g10,automatic-lens-correction\lens-correction-train-cleaned\0a05a535-fbdc-4f7d-8d32-a31f6eb23984_g10_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a05a535-fbdc-4f7d-8d32-a31f6eb23984_g10_generated.jpg
0a05a535-fbdc-4f7d-8d32-a31f6eb23984_g12,automatic-lens-correction\lens-correction-train-cleaned\0a05a535-fbdc-4f7d-8d32-a31f6eb23984_g12_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a05a535-fbdc-4f7d-8d32-a31f6eb23984_g12_generated.jpg
0a05a535-fbdc-4f7d-8d32-a31f6eb23984_g14,automatic-lens-correction\lens-correction-train-cleaned\0a05a535-fbdc-4f7d-8d32-a31f6eb23984_g14_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a05a535-fbdc-4f7d-8d32-a31f6eb23984_g14_generated.jpg
0a05a535-fbdc-4f7d-8d32-a31f6eb23984_g15,automatic-lens-correction\lens-correction-train-cleaned\0a05a535-fbdc-4f7d-8d32-a31f6eb23984_g15_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a05a535-fbdc-4f7d-8d32-a31f6eb23984_g15_generated.jpg
0a05a535-fbdc-4f7d-8d32-a31f6eb23984_g4,automatic-lens-correction\lens-correction-train-cleaned\0a05a535-fbdc-4f7d-8d32-a31f6eb23984_g4_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a05a535-fbdc-4f7d-8d32-a31f6eb23984_g4_generated.jpg
0a05a535-fbdc-4f7d-8d32-a31f6eb23984_g7,automatic-lens-correction\lens-correction-train-cleaned\0a05a535-fbdc-4f7d-8d32-a31f6eb23984_g7_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a05a535-fbdc-4f7d-8d32-a31f6eb23984_g7_generated.jpg
0a0842d4-eb24-4160-bff4-25919adbb6a2_g1,automatic-lens-correction\lens-correction-train-cleaned\0a0842d4-eb24-4160-bff4-25919adbb6a2_g1_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a0842d4-eb24-4160-bff4-25919adbb6a2_g1_generated.jpg
0a0842d4-eb24-4160-bff4-25919adbb6a2_g11,automatic-lens-correction\lens-correction-train-cleaned\0a0842d4-eb24-4160-bff4-25919adbb6a2_g11_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a0842d4-eb24-4160-bff4-25919adbb6a2_g11_generated.jpg
0a0842d4-eb24-4160-bff4-25919adbb6a2_g12,automatic-lens-correction\lens-correction-train-cleaned\0a0842d4-eb24-4160-bff4-25919adbb6a2_g12_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a0842d4-eb24-4160-bff4-25919adbb6a2_g12_generated.jpg
0a0842d4-eb24-4160-bff4-25919adbb6a2_g14,automatic-lens-correction\lens-correction-train-cleaned\0a0842d4-eb24-4160-bff4-25919adbb6a2_g14_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a0842d4-eb24-4160-bff4-25919adbb6a2_g14_generated.jpg
0a0842d4-eb24-4160-bff4-25919adbb6a2_g15,automatic-lens-correction\lens-correction-train-cleaned\0a0842d4-eb24-4160-bff4-25919adbb6a2_g15_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a0842d4-eb24-4160-bff4-25919adbb6a2_g15_generated.jpg
0a0842d4-eb24-4160-bff4-25919adbb6a2_g17,automatic-lens-correction\lens-correction-train-cleaned\0a0842d4-eb24-4160-bff4-25919adbb6a2_g17_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a0842d4-eb24-4160-bff4-25919adbb6a2_g17_generated.jpg
0a0842d4-eb24-4160-bff4-25919adbb6a2_g18,automatic-lens-correction\lens-correction-train-cleaned\0a0842d4-eb24-4160-bff4-25919adbb6a2_g18_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a0842d4-eb24-4160-bff4-25919adbb6a2_g18_generated.jpg
0a0842d4-eb24-4160-bff4-25919adbb6a2_g19,automatic-lens-correction\lens-correction-train-cleaned\0a0842d4-eb24-4160-bff4-25919adbb6a2_g19_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a0842d4-eb24-4160-bff4-25919adbb6a2_g19_generated.jpg
0a0842d4-eb24-4160-bff4-25919adbb6a2_g2,automatic-lens-correction\lens-correction-train-cleaned\0a0842d4-eb24-4160-bff4-25919adbb6a2_g2_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a0842d4-eb24-4160-bff4-25919adbb6a2_g2_generated.jpg
0a0842d4-eb24-4160-bff4-25919adbb6a2_g3,automatic-lens-correction\lens-correction-train-cleaned\0a0842d4-eb24-4160-bff4-25919adbb6a2_g3_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a0842d4-eb24-4160-bff4-25919adbb6a2_g3_generated.jpg
0a0842d4-eb24-4160-bff4-25919adbb6a2_g5,automatic-lens-correction\lens-correction-train-cleaned\0a0842d4-eb24-4160-bff4-25919adbb6a2_g5_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a0842d4-eb24-4160-bff4-25919adbb6a2_g5_generated.jpg
0a0842d4-eb24-4160-bff4-25919adbb6a2_g6,automatic-lens-correction\lens-correction-train-cleaned\0a0842d4-eb24-4160-bff4-25919adbb6a2_g6_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a0842d4-eb24-4160-bff4-25919adbb6a2_g6_generated.jpg
0a0842d4-eb24-4160-bff4-25919adbb6a2_g7,automatic-lens-correction\lens-correction-train-cleaned\0a0842d4-eb24-4160-bff4-25919adbb6a2_g7_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a0842d4-eb24-4160-bff4-25919adbb6a2_g7_generated.jpg
0a0842d4-eb24-4160-bff4-25919adbb6a2_g8,automatic-lens-correction\lens-correction-train-cleaned\0a0842d4-eb24-4160-bff4-25919adbb6a2_g8_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a0842d4-eb24-4160-bff4-25919adbb6a2_g8_generated.jpg
0a0842d4-eb24-4160-bff4-25919adbb6a2_g9,automatic-lens-correction\lens-correction-train-cleaned\0a0842d4-eb24-4160-bff4-25919adbb6a2_g9_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a0842d4-eb24-4160-bff4-25919adbb6a2_g9_generated.jpg
0a245689-9986-4855-a477-c7005bdcc3c6_g0,automatic-lens-correction\lens-correction-train-cleaned\0a245689-9986-4855-a477-c7005bdcc3c6_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a245689-9986-4855-a477-c7005bdcc3c6_g0_generated.jpg
0a245689-9986-4855-a477-c7005bdcc3c6_g10,automatic-lens-correction\lens-correction-train-cleaned\0a245689-9986-4855-a477-c7005bdcc3c6_g10_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a245689-9986-4855-a477-c7005bdcc3c6_g10_generated.jpg
0a245689-9986-4855-a477-c7005bdcc3c6_g12,automatic-lens-correction\lens-correction-train-cleaned\0a245689-9986-4855-a477-c7005bdcc3c6_g12_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a245689-9986-4855-a477-c7005bdcc3c6_g12_generated.jpg
0a245689-9986-4855-a477-c7005bdcc3c6_g16,automatic-lens-correction\lens-correction-train-cleaned\0a245689-9986-4855-a477-c7005bdcc3c6_g16_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a245689-9986-4855-a477-c7005bdcc3c6_g16_generated.jpg
0a245689-9986-4855-a477-c7005bdcc3c6_g17,automatic-lens-correction\lens-correction-train-cleaned\0a245689-9986-4855-a477-c7005bdcc3c6_g17_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a245689-9986-4855-a477-c7005bdcc3c6_g17_generated.jpg
0a245689-9986-4855-a477-c7005bdcc3c6_g18,automatic-lens-correction\lens-correction-train-cleaned\0a245689-9986-4855-a477-c7005bdcc3c6_g18_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a245689-9986-4855-a477-c7005bdcc3c6_g18_generated.jpg
0a245689-9986-4855-a477-c7005bdcc3c6_g19,automatic-lens-correction\lens-correction-train-cleaned\0a245689-9986-4855-a477-c7005bdcc3c6_g19_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a245689-9986-4855-a477-c7005bdcc3c6_g19_generated.jpg
0a245689-9986-4855-a477-c7005bdcc3c6_g2,automatic-lens-correction\lens-correction-train-cleaned\0a245689-9986-4855-a477-c7005bdcc3c6_g2_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a245689-9986-4855-a477-c7005bdcc3c6_g2_generated.jpg
0a245689-9986-4855-a477-c7005bdcc3c6_g3,automatic-lens-correction\lens-correction-train-cleaned\0a245689-9986-4855-a477-c7005bdcc3c6_g3_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a245689-9986-4855-a477-c7005bdcc3c6_g3_generated.jpg
0a245689-9986-4855-a477-c7005bdcc3c6_g4,automatic-lens-correction\lens-correction-train-cleaned\0a245689-9986-4855-a477-c7005bdcc3c6_g4_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a245689-9986-4855-a477-c7005bdcc3c6_g4_generated.jpg
0a245689-9986-4855-a477-c7005bdcc3c6_g5,automatic-lens-correction\lens-correction-train-cleaned\0a245689-9986-4855-a477-c7005bdcc3c6_g5_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a245689-9986-4855-a477-c7005bdcc3c6_g5_generated.jpg
0a245689-9986-4855-a477-c7005bdcc3c6_g6,automatic-lens-correction\lens-correction-train-cleaned\0a245689-9986-4855-a477-c7005bdcc3c6_g6_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a245689-9986-4855-a477-c7005bdcc3c6_g6_generated.jpg
0a245689-9986-4855-a477-c7005bdcc3c6_g7,automatic-lens-correction\lens-correction-train-cleaned\0a245689-9986-4855-a477-c7005bdcc3c6_g7_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a245689-9986-4855-a477-c7005bdcc3c6_g7_generated.jpg
0a245689-9986-4855-a477-c7005bdcc3c6_g8,automatic-lens-correction\lens-correction-train-cleaned\0a245689-9986-4855-a477-c7005bdcc3c6_g8_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a245689-9986-4855-a477-c7005bdcc3c6_g8_generated.jpg
0a3044ab-3053-4963-b6b3-fe378eb14f72_g2,automatic-lens-correction\lens-correction-train-cleaned\0a3044ab-3053-4963-b6b3-fe378eb14f72_g2_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a3044ab-3053-4963-b6b3-fe378eb14f72_g2_generated.jpg
0a3044ab-3053-4963-b6b3-fe378eb14f72_g3,automatic-lens-correction\lens-correction-train-cleaned\0a3044ab-3053-4963-b6b3-fe378eb14f72_g3_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a3044ab-3053-4963-b6b3-fe378eb14f72_g3_generated.jpg
0a3044ab-3053-4963-b6b3-fe378eb14f72_g4,automatic-lens-correction\lens-correction-train-cleaned\0a3044ab-3053-4963-b6b3-fe378eb14f72_g4_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a3044ab-3053-4963-b6b3-fe378eb14f72_g4_generated.jpg
0a4775e3c3342c595e6f9f85defc78130eee5c1fa9_g1,automatic-lens-correction\lens-correction-train-cleaned\0a4775e3c3342c595e6f9f85defc78130eee5c1fa9_g1_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a4775e3c3342c595e6f9f85defc78130eee5c1fa9_g1_generated.jpg
0a4775e3c3342c595e6f9f85defc78130eee5c1fa9_g2,automatic-lens-correction\lens-correction-train-cleaned\0a4775e3c3342c595e6f9f85defc78130eee5c1fa9_g2_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a4775e3c3342c595e6f9f85defc78130eee5c1fa9_g2_generated.jpg
0a49a86c-83ed-49d6-ae81-7c00324b02da_g0,automatic-lens-correction\lens-correction-train-cleaned\0a49a86c-83ed-49d6-ae81-7c00324b02da_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a49a86c-83ed-49d6-ae81-7c00324b02da_g0_generated.jpg
0a4cb4e4-159e-4b2c-a814-9e8f7e77fd5d_g10,automatic-lens-correction\lens-correction-train-cleaned\0a4cb4e4-159e-4b2c-a814-9e8f7e77fd5d_g10_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a4cb4e4-159e-4b2c-a814-9e8f7e77fd5d_g10_generated.jpg
0a4cb4e4-159e-4b2c-a814-9e8f7e77fd5d_g11,automatic-lens-correction\lens-correction-train-cleaned\0a4cb4e4-159e-4b2c-a814-9e8f7e77fd5d_g11_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a4cb4e4-159e-4b2c-a814-9e8f7e77fd5d_g11_generated.jpg
0a4cb4e4-159e-4b2c-a814-9e8f7e77fd5d_g13,automatic-lens-correction\lens-correction-train-cleaned\0a4cb4e4-159e-4b2c-a814-9e8f7e77fd5d_g13_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a4cb4e4-159e-4b2c-a814-9e8f7e77fd5d_g13_generated.jpg
0a4cb4e4-159e-4b2c-a814-9e8f7e77fd5d_g14,automatic-lens-correction\lens-correction-train-cleaned\0a4cb4e4-159e-4b2c-a814-9e8f7e77fd5d_g14_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a4cb4e4-159e-4b2c-a814-9e8f7e77fd5d_g14_generated.jpg
0a4cb4e4-159e-4b2c-a814-9e8f7e77fd5d_g15,automatic-lens-correction\lens-correction-train-cleaned\0a4cb4e4-159e-4b2c-a814-9e8f7e77fd5d_g15_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a4cb4e4-159e-4b2c-a814-9e8f7e77fd5d_g15_generated.jpg
0a4cb4e4-159e-4b2c-a814-9e8f7e77fd5d_g16,automatic-lens-correction\lens-correction-train-cleaned\0a4cb4e4-159e-4b2c-a814-9e8f7e77fd5d_g16_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a4cb4e4-159e-4b2c-a814-9e8f7e77fd5d_g16_generated.jpg
0a4cb4e4-159e-4b2c-a814-9e8f7e77fd5d_g3,automatic-lens-correction\lens-correction-train-cleaned\0a4cb4e4-159e-4b2c-a814-9e8f7e77fd5d_g3_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a4cb4e4-159e-4b2c-a814-9e8f7e77fd5d_g3_generated.jpg
0a4cb4e4-159e-4b2c-a814-9e8f7e77fd5d_g4,automatic-lens-correction\lens-correction-train-cleaned\0a4cb4e4-159e-4b2c-a814-9e8f7e77fd5d_g4_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a4cb4e4-159e-4b2c-a814-9e8f7e77fd5d_g4_generated.jpg
0a4cb4e4-159e-4b2c-a814-9e8f7e77fd5d_g5,automatic-lens-correction\lens-correction-train-cleaned\0a4cb4e4-159e-4b2c-a814-9e8f7e77fd5d_g5_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a4cb4e4-159e-4b2c-a814-9e8f7e77fd5d_g5_generated.jpg
0a4cb4e4-159e-4b2c-a814-9e8f7e77fd5d_g6,automatic-lens-correction\lens-correction-train-cleaned\0a4cb4e4-159e-4b2c-a814-9e8f7e77fd5d_g6_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a4cb4e4-159e-4b2c-a814-9e8f7e77fd5d_g6_generated.jpg
0a4cb4e4-159e-4b2c-a814-9e8f7e77fd5d_g7,automatic-lens-correction\lens-correction-train-cleaned\0a4cb4e4-159e-4b2c-a814-9e8f7e77fd5d_g7_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a4cb4e4-159e-4b2c-a814-9e8f7e77fd5d_g7_generated.jpg
0a4cb4e4-159e-4b2c-a814-9e8f7e77fd5d_g8,automatic-lens-correction\lens-correction-train-cleaned\0a4cb4e4-159e-4b2c-a814-9e8f7e77fd5d_g8_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a4cb4e4-159e-4b2c-a814-9e8f7e77fd5d_g8_generated.jpg
0a58bcbc-e962-4baf-a1d3-72ba265cedc7_g0,automatic-lens-correction\lens-correction-train-cleaned\0a58bcbc-e962-4baf-a1d3-72ba265cedc7_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a58bcbc-e962-4baf-a1d3-72ba265cedc7_g0_generated.jpg
0a7e3ca6-77cc-435e-a579-b3aa8f9dd104_g0,automatic-lens-correction\lens-correction-train-cleaned\0a7e3ca6-77cc-435e-a579-b3aa8f9dd104_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a7e3ca6-77cc-435e-a579-b3aa8f9dd104_g0_generated.jpg
0a7e3ca6-77cc-435e-a579-b3aa8f9dd104_g1,automatic-lens-correction\lens-correction-train-cleaned\0a7e3ca6-77cc-435e-a579-b3aa8f9dd104_g1_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a7e3ca6-77cc-435e-a579-b3aa8f9dd104_g1_generated.jpg
0a83e26a-e22c-4e41-b289-7a686281c543_g0,automatic-lens-correction\lens-correction-train-cleaned\0a83e26a-e22c-4e41-b289-7a686281c543_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a83e26a-e22c-4e41-b289-7a686281c543_g0_generated.jpg
0a91912a-b944-476f-93eb-8d26a4b7f79e_g0,automatic-lens-correction\lens-correction-train-cleaned\0a91912a-b944-476f-93eb-8d26a4b7f79e_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a91912a-b944-476f-93eb-8d26a4b7f79e_g0_generated.jpg
0a91912a-b944-476f-93eb-8d26a4b7f79e_g2,automatic-lens-correction\lens-correction-train-cleaned\0a91912a-b944-476f-93eb-8d26a4b7f79e_g2_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a91912a-b944-476f-93eb-8d26a4b7f79e_g2_generated.jpg
0a91912a-b944-476f-93eb-8d26a4b7f79e_g3,automatic-lens-correction\lens-correction-train-cleaned\0a91912a-b944-476f-93eb-8d26a4b7f79e_g3_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a91912a-b944-476f-93eb-8d26a4b7f79e_g3_generated.jpg
0a91912a-b944-476f-93eb-8d26a4b7f79e_g4,automatic-lens-correction\lens-correction-train-cleaned\0a91912a-b944-476f-93eb-8d26a4b7f79e_g4_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a91912a-b944-476f-93eb-8d26a4b7f79e_g4_generated.jpg
0a91912a-b944-476f-93eb-8d26a4b7f79e_g5,automatic-lens-correction\lens-correction-train-cleaned\0a91912a-b944-476f-93eb-8d26a4b7f79e_g5_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0a91912a-b944-476f-93eb-8d26a4b7f79e_g5_generated.jpg
0ab560e8-0f45-493b-b51c-4835fe7f9e39_g0,automatic-lens-correction\lens-correction-train-cleaned\0ab560e8-0f45-493b-b51c-4835fe7f9e39_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0ab560e8-0f45-493b-b51c-4835fe7f9e39_g0_generated.jpg
0ab560e8-0f45-493b-b51c-4835fe7f9e39_g1,automatic-lens-correction\lens-correction-train-cleaned\0ab560e8-0f45-493b-b51c-4835fe7f9e39_g1_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0ab560e8-0f45-493b-b51c-4835fe7f9e39_g1_generated.jpg
0ab560e8-0f45-493b-b51c-4835fe7f9e39_g15,automatic-lens-correction\lens-correction-train-cleaned\0ab560e8-0f45-493b-b51c-4835fe7f9e39_g15_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0ab560e8-0f45-493b-b51c-4835fe7f9e39_g15_generated.jpg
0ab560e8-0f45-493b-b51c-4835fe7f9e39_g19,automatic-lens-correction\lens-correction-train-cleaned\0ab560e8-0f45-493b-b51c-4835fe7f9e39_g19_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0ab560e8-0f45-493b-b51c-4835fe7f9e39_g19_generated.jpg
0ab560e8-0f45-493b-b51c-4835fe7f9e39_g4,automatic-lens-correction\lens-correction-train-cleaned\0ab560e8-0f45-493b-b51c-4835fe7f9e39_g4_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0ab560e8-0f45-493b-b51c-4835fe7f9e39_g4_generated.jpg
0abfeb61-0fff-4976-bb26-24f49be0c9a4_g1,automatic-lens-correction\lens-correction-train-cleaned\0abfeb61-0fff-4976-bb26-24f49be0c9a4_g1_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0abfeb61-0fff-4976-bb26-24f49be0c9a4_g1_generated.jpg
0abfeb61-0fff-4976-bb26-24f49be0c9a4_g19,automatic-lens-correction\lens-correction-train-cleaned\0abfeb61-0fff-4976-bb26-24f49be0c9a4_g19_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0abfeb61-0fff-4976-bb26-24f49be0c9a4_g19_generated.jpg
0abfeb61-0fff-4976-bb26-24f49be0c9a4_g6,automatic-lens-correction\lens-correction-train-cleaned\0abfeb61-0fff-4976-bb26-24f49be0c9a4_g6_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0abfeb61-0fff-4976-bb26-24f49be0c9a4_g6_generated.jpg
0abfeb61-0fff-4976-bb26-24f49be0c9a4_g8,automatic-lens-correction\lens-correction-train-cleaned\0abfeb61-0fff-4976-bb26-24f49be0c9a4_g8_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0abfeb61-0fff-4976-bb26-24f49be0c9a4_g8_generated.jpg
0ad2567d-6d02-46cd-9560-4bfc5bdb6faf_g0,automatic-lens-correction\lens-correction-train-cleaned\0ad2567d-6d02-46cd-9560-4bfc5bdb6faf_g0_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0ad2567d-6d02-46cd-9560-4bfc5bdb6faf_g0_generated.jpg
0ad2567d-6d02-46cd-9560-4bfc5bdb6faf_g12,automatic-lens-correction\lens-correction-train-cleaned\0ad2567d-6d02-46cd-9560-4bfc5bdb6faf_g12_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0ad2567d-6d02-46cd-9560-4bfc5bdb6faf_g12_generated.jpg
0ad2567d-6d02-46cd-9560-4bfc5bdb6faf_g13,automatic-lens-correction\lens-correction-train-cleaned\0ad2567d-6d02-46cd-9560-4bfc5bdb6faf_g13_original.jpg,automatic-lens-correction\lens-correction-train-cleaned\0ad2567d-6d02-46cd-9560-4bfc5bdb6faf_g13_generated.jpg
